,helpful_votes,location_id,lang,review_id,review,review_subject,trip_type,travel_date,rating,location_name,province,place_id
189,1,4773504,en,922762098,"The tour with a free guide. The marvelous architecture of the buildings. The warmth and friendliness of everyone. Get off at the Victory monument on the skytrain or the Metro. To reach the entrance to the temple from the area north of the circle, take bus 29 north until it reaches Bangkok University. From there, it is a ten-minute taxi trip.",Very Beautiful,Business,2023-09-30,5,Wat Phra Dhammakaya,Bangkok,P03025435
190,0,4773504,en,900005469,Save your time. The golden stupa looks nothing like the pictures and doesn’t have one single Buddha. We understand they only put them out during special events. You’ll be disappointed if you go any regular day. ,Not like on the internet. ,Friends getaway,2023-07-31,1,Wat Phra Dhammakaya,Bangkok,P03025435
191,0,4773504,en,893310106,We got introduced to the culture of Thailand and the history of the temple during our tour. I was amazed by everything there. We got to learn about the culture and try their food. Very pleasant experience.,A must-see venue ,Couples,2023-05-31,5,Wat Phra Dhammakaya,Bangkok,P03025435
192,0,4773504,en,864737303,"Such a beautiful and serene atmosphere of this huge temple and meditation center.
We were warmly welcomed by the staff of the international reception center and very courteous to show  us the full premises . The open air meditation grounds are huge and so beautiful & peaceful . 
We were very blessed to visit this place .","Serene , beautiful temple",Friends getaway,2022-10-31,4,Wat Phra Dhammakaya,Bangkok,P03025435
193,2,4773504,en,858194608,"At the outset, it must be noted that Wat Phra Dhammakaya Temple ""is not a tourist attraction,"" as we were reminded on our visit.  That said, the place is astonishing in many aspects and visitors interested in learning more about the temple and Dhammakaya meditation are warmly welcomed.  We tried to call in advance for information, but no one answered the phone, despite repeated calls... strange.

At the left as one enters the main compound, there is an information station that will register visitors and arrange for tours (which reportedly can also be booked in advance online).  A transport will then be arranged to take visitors to a welcome center, where an introduction to the temple is provided.  Visitors on tours are required to be dressed entirely in white, and if necessary are provided white pull-over pants and shirt at no charge.  Free tours of differing lengths can be provided, with English tours of 90, 120 or 180 minutes available.  The day we went, we were the only ones on the tour at the time we were there.

A golf-cart type vehicle took us around the massive compound (more than 300 hectares, with some 150 buildings) to see many of the structures and we were given some of the history of the Dhammakaya story.  The temple is reputed to be the largest in the world. The main feature of the compound is the Maha Dhammakaya Cetiya -- the huge UFO-like dome-shaped stupa, adorned with 300,000 small, gold-colored Buddha statues placed on the outside of the structure and another 700,000 inside (we were not taken inside the stupa).  

Surrounding the cetiya is the ""Meditation Square"" -- an open paved plaza that can reportedly accommodate 400,000 people.  Further surrounding the square is the Grand Meditation Stadium,"" which is a massive austere two-level structure a kilometer on each side, that can seat 600,000 people.  At 5:30 p.m. each evening, there is a ""lighting ceremony"" after which the main cetiya is brilliantly lighted, giving it a glowing golden appearance.  Well worth seeing.

The Dhammakaya movement is shrouded in controversy, which is beyond the scope of this review.  Suffice it to say, the controversies result in some evident underlying tensions that exist in the form of tight security in some areas of the compound and subtle defensiveness of staff when discussing some topics.  The penchant of the movement for strict discipline has led some to make comparisons to Nazism, a point that is brought further to focus when people are bizarrely informed that the main cetiya and other structures in the compound have been ""built to last at least 1,000 years"" (echoes of claims of the durability of the Third Reich?). 

We were not unduly pressured to give donations although donation boxes were conspicuous in many places throughout the compound and we were informed that merit is constantly running out (akin to water flowing out from a leaky pail) and needs to be constantly replenished (presumably, most readily through generous donations).  Quite dubiously, we were given a plain envelope at the end of our tour and urged to put a donation in the envelope that would then reportedly be given to the temple ""in the name of the international centre staff"".  Seemed particularly odd.  

Throughout our tour, our photos were taken at several locations (we were given the opportunity to deny their use in the temple's social media at the start of the tour) and the tour guides repeatedly said that copies of the photos would be emailed to us.  Unfortunately, more than two weeks after our visit, and after several reminders, we still have not received the photos.

If you don't want to join one of the tours, it's also possible to enter the compound with your own car or taxi and proceed to the Maha Dhammakaya Cetiya and the Meditation Square.  Many visitors, in fact, go there everyday in the evening and walk around the cetiya (one round takes about 15 minutes).  Visitors on their own are encouraged to wear white, but are not required to do so and many do not.

Overall, this is a very interesting place, steeped in mystery and intrigue, as well as highly impressive from architectural, religious, and meditative perspectives.  Obviously, anyone interested in learning more about the Dhammakaya method of meditation will find it particularly relevant to visit.","A mix of amazing, soothing, mystifying, confusing...",NONE,2022-08-31,4,Wat Phra Dhammakaya,Bangkok,P03025435
194,0,4322927,en,921659168,Gonna get a little exercise on this one!  Lovely temple buildings and great reclining Buddha in the cave (I'm a Tuesday baby! ).  Great views of the new big Buddha from here as well.  ,Great views.,Friends getaway,2023-10-31,5,Wat Khao Phra Si Sanphetchayaram or Wat Khao Phra,Bangkok,P03025435
195,0,4322927,en,836615212,"An interesting temple on the hill have an ancient reclining Buddha in the small cave. This place also appear in the famous Thai literature ""Khun Chang Khun Phaen"". Ones may climb up the stair to the top of the hill to see Buddha's footprint and panorama view. Furthermore, there is a folk museum nearby the place that exhibit ancient artifacts  excavated from the region such as potteries, palm leaf manuscripts, Buddha statues. The museum also focus on ""Phuan people"" which settled down in this region for a long time. During our visit, there were nice local guides (Phuan people) kindly explaining us about Phuan's ways of life, beliefs, dressing style, culture and festival. Lovely museum!",Very nice.,NONE,2021-05-31,5,Wat Khao Phra Si Sanphetchayaram or Wat Khao Phra,Bangkok,P03025435
196,0,4322927,en,621303008,"It was a shame the museum was closed. You get a beautiful view from above. 
We spend about an hour there. When you are close. Nice to get a good look ",Very nice,Couples,2018-10-31,4,Wat Khao Phra Si Sanphetchayaram or Wat Khao Phra,Bangkok,P03025435
197,0,4322927,en,228733655,"This temple is near the town and we can see the Monthop, the building that has Buddha footprint in that. It on the small mountain around 30 m of heights. The back of this temple is a deciduous forest and the small cave and you can see some of bats.",The temple near U-thong town,,,3,Wat Khao Phra Si Sanphetchayaram or Wat Khao Phra,Bangkok,P03025435
198,0,2724111,en,955157330,"Located 50 km south of Nakhon Phanom city, the temple is a holy site for those born in the Monkey zodiac and those born on Sunday. This well-maintained place contains an outstanding 57 metre tall Laotian style square-shaped white & gold pagoda that enshrines Buddha's relic (chest). The original pagoda is believed to be built between the 7th - 9th century and is considered to be one of the oldest pagoda in the northeastern region of Thailand. However, the entire pagoda collapsed after several days of heavy rainstorm in August 1975. Thus, the Thai public subsequently made considerable donations to rebuild the pagoda (which took four years to complete) to its original splendor, as we see today. There are several more structures on the temple complex, including an ordination hall and a number of Buddha statues.

The pagoda looked stunning in the night. We felt delight while we were walking 3 times in clockwise direction around the pagoda to pay respect.

Don't miss this site. If you've never been to the place, that means you never really visit Nakhon Phanom.",Symbol of Nakhon Phanom.,Family,2023-12-31,5,Wat Phra That Phanom,Bangkok,P03025435
199,0,2724111,en,934946872,"Very beautiful and sacred temple located well off the foreign tourist trail. It’s a busy temple, filled with 99%+ Thai people. I feel fortunate to have visited this temple.",One of the Holiest Sites in Thailand,Friends getaway,2024-01-31,5,Wat Phra That Phanom,Bangkok,P03025435
200,1,2724111,en,833566834,"This is considered Isan’s holiest and most revered temple, visitors arriving would come here first to pay respects. The temple is about an hour’s drive south of Nakorn Phanom city and airport.
There is ample parking, and a small market in front.
The stupa itself exudes an aura of grace and beauty, the tiled courtyard floor around it is surprisingly cool to walk barefoot on a hot sunny day.
The current stupa is a newer one, the ruins of the original is in front and was destroyed in an earthquake.  Locals say the stupa was built by women in competition with another stupa built by men on the Lao side",Divinely graceful temple,Couples,2022-02-28,5,Wat Phra That Phanom,Bangkok,P03025435
201,0,2724111,en,785609553,"For tourism, this seems to be the only attraction in this town, and indeed Thai people come to this quiet town only for this. It is a beatiful temple in Northeastern/Lao style. Good in these times when there are not many people. Locals say it was always congested and crushed with (local) visitors in pre-Covid times. For international visitors who are not out to 'make merit', it is only worth it as part of a circuit around the region.",The one and only,Business,2021-03-31,5,Wat Phra That Phanom,Bangkok,P03025435
202,0,2724111,en,784761808,"It’s the place which is the must for everyone to pay a visit. The environment is very peaceful, clean, and calm. The temple has been renovated recently, so there are more parking areas, the photo spots, and the souvenir shops for you. Highly recommend if you have a chance to drop by.",Worth your visit,NONE,2020-05-31,5,Wat Phra That Phanom,Bangkok,P03025435
203,0,4322431,en,843498190,"After visiting Chaloem Kanchanaphisek Park, we went to Wat Chaloem Phrakiat Worawihan. The main hall is beautiful and well maintained. The temple is riverside. You could feed fish at the Chao Phraya river.",Beautiful Main Hall!,Couples,2022-06-30,4,Wat Chaloem Phra Kiat,Bangkok,P03025435
204,2,4322431,en,744412501,"I have been there for a few time to make a merit and feeding fishes. There is a big beautiful sanctuary and golden buddha inside.
 The atmosphere is peaceful and proper for a short meditation. There are a lot of big green trees. Near community but Not Crowded. This temple is belong to king Rama the third.",A historical temple along the river in Nonthaburi.,Family,2020-01-31,4,Wat Chaloem Phra Kiat,Bangkok,P03025435
205,2,4322431,en,646210259,"The temple is on a lovely location on the Chao Phraya River, the main river in Thailand.  It dates from King Rama III and has a building decorated with tiles from China, a country with which he started a brisk trade.  There is a good opportunity fro bird-watching at this temple, including the cutest owls high up in the trees.",Beautiful riverside temple,Friends getaway,2018-10-31,4,Wat Chaloem Phra Kiat,Bangkok,P03025435
206,0,4322431,en,609091950,"This temple complex is more like a wildlife sanctuary, which I love! There are cats, pea hens, peacocks, catfish and various other animals. Entry, here, is free (at least when I went), making the complex well worth a visit - I wouldn’t have minded paying in all honesty. As I went on a weekday afternoon there were hardly any visitors, including 0 westerners, which made the overall experience much more enjoyable. The architecture and feel here make this temple stand out from many of the others, but I understand it’s not easy to get to via public transport. If you can, though, do give this place a visit! It’s easily in my top 10 temples around Bangkok.",Magnificent Temple Complex in Nonthaburi 10/10 ,Couples,2018-08-31,5,Wat Chaloem Phra Kiat,Bangkok,P03025435
207,0,4322431,en,573370724,You can watch a beautiful landscapes if you ready to go upstairs. Love this place. I will come back soon.,Love this place,Solo travel,2018-01-31,5,Wat Chaloem Phra Kiat,Bangkok,P03025435
208,3,8078161,en,876810475,"finally visited this place after some time, took a Grab, I was kinda lucky to get one actually. Car ride there from central BKK is about an hour, the driver had to stopped for petrol even.

Large place with lots of interesting idols, central place for the famous Sak Yant, even saw 1 in progress even though it was a weekday. If your ride stops you at the carpark, remember to head inside where the main buildings are. Do your research and you will know that the real monks here wont approach you, IYKWIM. Another impt note is that, theres absolutely no English here, everything in Thai. Only the lady at the counter uds a little English and can point to you where you want to go. Good place to be around if you are interested in Buddhism","Not a tourist spot, but travel here to explore and understand more",NONE,2023-01-31,4,Wat Bang Phra  Temple,Bangkok,P03025435
209,8,8078161,en,751694875,"I had done a lot of research before going to this temple to get a blessed sak yant tattoo by one of the monks, expecially by Luang Pi Nunn.  I had previously gotten a sak yant tattoo by an ajarn in Chiang Mai.  My friends and I hired a taxi driver from our hotel for 1000 bahts roundtrip from Bangkok.  We left Bangkok at 7:00 am and arrived about an hour later.  Upon arriving, our driver asked someone at the temple where to get the offering, which building to go, etc.  There were a couple of different tables that sold offerings, one charged 75 bahts and another one charged 60 bahts.  After that, we were led to sit on a stone bench where there were 4 women waiting before us.  Interestingly enough, one of them spoke very good English and told us that we were at the right place.  About 15 minutes later, we were led upstairs to a building.  Right away, I felt something was wrong because I read from other posts that upstairs are for foreigners to pay large sums of money to get a sak yant tattoo.  Sure enough, once we were led upstairs, we were given a menu with all the different sak yant tattoos that they offered.  We were then told that the tattoo fee started at 4500 bahts and up depending on the pattern that we choose.  Well, I knew right then and there that we were led up to the wrong room.  After asking a couple of questions, we were told that there is another building where the monk does the tattoos.  Right away, the English speaking lady who were there before us tried to convince us that where we were was a better option because there was no wait.  But that's not the reason why we went to this temple.  So, I went downstairs to the other building to investigate.  Sure enough, Luang Pi Nunn, was in the middle of giving a tattoo to someone with about 5 people waiting.  After what I saw, I immediately went back to the other building to retrieve my friends.  As we left the upstairs room, the 2 ladies (one who spoke good English) followed us downstairs.  I thought, ok, may be they are coming to the other building with us.  Well, they left and was nowhere to be found.  A few days later, I thought about the event and I realized the English speaking lady must be part of a scam at the temple to bring unsuspecting foreigners upstairs to pay for the very expensive tattoo.  

Now that story is out of the way, let me tell you the steps.  Once arrived at the temple, find the tables that sold the offerings.  Then find the right building where the monk performs the sak yant tattoos.  The room is located on the ground floor of a building.  So, if you were led up a bunch of steps, run the other way unless you want to choose your sak yant and pay an arm and a leg for it.  Once you find the right room, you need to make a 25 bahts donation on silver platter in the middle of the floor.  You will also put the offering you bought on that platter.  Then you will find a stack of pink envelopes (very worn because they are reused).  You'll then put a donation into that pink envelope, find a place to sit on the floor and wait for your turn to get tattooed by the monk.  The rest you can just watch and learn while you wait for your turn.  It is important to remember that the monk determines which sak yant and its location on your body.  There is no pictures allowed inside the building and please be respectful to the process.  The tattoos that we received were done with a tattoo gun.  Just because it wasn't done with a stick doesn't take away from the power as long as you show respect and be a good person.

Good luck to you all!",Be aware of scam if you want a Sak Yant,NONE,2020-03-31,4,Wat Bang Phra  Temple,Bangkok,P03025435
210,3,8078161,en,742497828,Took the bus from central to the Wat Bang Phra about an hours journey. Keep the whole day free to get a San Yakt tatto from the monks and roam around the temples ,Best outing in BKK,Solo travel,2019-03-31,5,Wat Bang Phra  Temple,Bangkok,P03025435
211,6,8078161,en,726254192,"Wat Bang Phra is a epicenter for Sak Yants, and if you don't know the history of Sak Yant, then don't get one before you have the understanding and are willing to live with a Sak Yant

Sak Yants is for some people a way of life, and there are rules of conduct that follows the different designs

There are great powers conected with a Sak Yant, and are not a fassion object...",This is NOT a place for a quick turist tattoo souvenir...,NONE,2018-12-31,5,Wat Bang Phra  Temple,Bangkok,P03025435
212,11,8078161,en,660947213,Faith in teachers .!!!!!!belive or superstition And respect teachers Here is Bang Phra Temple Pupil of Luang Pho Plue Nakhon Pathom.Faith in teachers will make life prosperous. Sathu Sathu.Sathu.,Faith in teachers,Friends getaway,2019-03-31,4,Wat Bang Phra  Temple,Bangkok,P03025435
213,0,3980885,en,887202241,"This ""temple"" is more of an amusement park than a serious place for prayer or meditation. There are several massive sculptures, including what is purported to be the world's large Ganesh sculpture.  They seem to try to cover the bases as the place has features related to Hindu gods, Buddhism, and Chinese religions.  What turned me off was that it is grossly commercialized and they find a thousand ways to extract money from people.  One good thing is that the food stalls are varied and inexpensive.",For the love of god (but which one?)!,NONE,2023-04-30,3,Wat Saman Rattanaram Temple,Bangkok,P03018425
214,0,3980885,en,868102317,Looking around is okay. Too commercial with sneaky ways to gathering funds with different donation boxes but collect into a same bag.,Sneaky Ways To Have You Spend More,Friends getaway,2022-11-30,2,Wat Saman Rattanaram Temple,Bangkok,P03018425
215,0,3980885,en,867033957,"This complex with sculptures of trimurti, ganesha and buddha is very touristic. You can even get the sweet cheap coconut water near the temple. You can even hear hindi bhajans being played.",Very nice experience of Chachoengsao,Solo travel,2022-10-31,5,Wat Saman Rattanaram Temple,Bangkok,P03018425
216,0,3980885,en,829020153,"It is a very beautiful temple. Mom, I really want to go to this temple. but never had a chance to go Until we have some business to go and have the opportunity to visit this temple. This temple is very crowded and really beautiful. There are things for sale that are worth buying. There is also a big elephant for us to feed. I want everyone to try to visit. and you will get beautiful pictures back",Family,Family,2022-02-28,4,Wat Saman Rattanaram Temple,Bangkok,P03018425
217,1,3980885,en,748111011,"A beautiful pink coloured idol of Lord Ganesha oversees this scenic place. Frequented by both locals and foreigners, this Temple is a must visit place. It is just around 100 kms away from Bangkok.
I was delighted to listen to chants and a devotional song (Aarati), both in Marathi Language, sung in praise of Lord Ganesha.",A Ganesha Temple far away from India.,Friends getaway,2020-02-29,5,Wat Saman Rattanaram Temple,Bangkok,P03018425
218,1,14794385,en,707967701,"Very nice and beautiful temple love the decoration inside.
Easy to gets there by MRT Issarapap Station and walk about 5-10 minutes. Recommend this place",Wat Hong Rattanaram,Couples,2019-09-30,4,Wat Hong Rattanaram,Bangkok,P03018425
219,1,14794385,en,631583612,"We enjoy the peacefulness and learning a lot of the beautiful murals of Buddhism and life of the lord Buddha. In the front of the Ubosoth (Ordination Hall) were a beautiful flowering (Lanka) Sala trees, small stupas housed all 7 Sema, the windows of the Ubosoth have blue tiles with golden flowers and gold screen with picture of mythical Swan (Hong in Thai). The Ubosoth is huge with beautiful (and in relatively good condition) Buddha’s history painting on canvas starting from the left of the Buddha image. Above the canvas paintings, there are also framed paintings telling the history of the Emerald Buddha. In the front of the principal Buddha status is a small and ancient Buddha statue in black called Luangpor Saen. We were told that it was built ard. 1710 in Southern Laos which look quite different. Next we went to the Viharn (Prayer Hall), at the back of the Ubosoth, to see the golden Buddha of Sukhotai period found out abt 60-70 years ago when the plaster outside was cracked, this Wiharn is sponsored by Xuto family.",Another lesser known temple on Thongburi side (of the Chaopraya river),Couples,2018-10-31,5,Wat Hong Rattanaram,Bangkok,P03018425
220,0,14794385,en,619438983,"This beautifully decorated temple is totally overshadowed by it’s neighbouring Wat Arun. Thus it retains it’s serenity as it is not flooded with tourists. It is an Ayutthia period temple. It was built by a wealthy Chinese man. The colours of the paintings on the walls and the pillars are simply marvelous,",Mindblowing!,Family,2018-08-31,5,Wat Hong Rattanaram,Bangkok,P03018425
221,1,17713658,en,779801383,"Having read a review of this Wat, my wife & I along with a local friend, decided to visit it during our trip to Sisaket.  The parking area is quite large so at this stage of construction no issues in finding space.  Food & beverage is available from several shops with adequate shady areas.

This Wat reminds me of Disneyland’s Magic Kingdom offering fairy-tale lighting, dragons & mythical beings.  Whilst it is still under construction there is no shortage of curio stalls, not only at the entrance to the Naga cave but within as well.  Whilst we were there 5 bus loads of young, well behaved students arrived and we noticed that their phones were working overtime taking a myriad of photos.  It confirms a suggestion that it is a learning center for Buddhist history in the making.

This “temple” is not my idea of a facility for worship but as an “entertainment” or educational area it would work quite well.  My elderly Thai friends were circumspect in their comments.",An unusual but educational facility,NONE,2020-12-31,4,Wat Pa Si Mongkhon Rattanaram,Bangkok,P03018425
222,1,17713658,en,730124088,"Hard to know what to make of this temple; kind of a theme park atmosphere in a way. The dragon theme is obvious but there appears to be a handsome Hindu warrior who may be the Buddha as a prince or a shape shifting personage related to the dragon.  Anyway the Thais seem to love it all and come to do their reverential ritual acts, buy lottery tickets and eat and drink. It's all kind of a Thai Buddhist day out. 
The sculpture work and the casting of the Buddha in a ceramic looking statue were impressive enough but it seems rather secular to me and the garish lighting reminds me of Chinese caves.  But maybe entertainment, laughter and colour are the way Thais approach their Buddhist way of life.
Not that easy to find, even for Thais (follow the inexact GPS?) and some distance from Sisaket city. I see there is also a beer bottle temple in Sisaket province, for a double fantasy adventure.",Buddhist fantasy,NONE,2019-12-31,3,Wat Pa Si Mongkhon Rattanaram,Bangkok,P03018425
223,0,9721812,en,694451599,Good cultural experience at another buddhist temple. Good statues and a lake front. Was very peaceful and people worshipping and praying.,Good cultural experience,Solo travel,2018-08-31,3,Wat Nong Ri Rattanaram,Bangkok,P03018425
224,0,9721812,en,370028216,"It is estimated that there are more than 40,000 Buddhist temples in Thailand.  As such, Wat Nong Ri Rattanaram does not particularly stand out.

It is located a few kilometers from Chonburi City, south of Bangkok.

But Wat Nong Ri Rattabaran does have a charm that is lacking in so many Buddhist temples which have turned themselves into money-making commercial enterprises.

This temple has a large pond with fish and turtles and locals enjoy bringing their children here so they can feed them.

The place is also alive with chickens and ducks.  I am not sure what role they play.  Perhaps the monks' dinner when they forget they are meant to be vegetarians.","One of 40,000-Plus",Friends getaway,2016-05-31,3,Wat Nong Ri Rattanaram,Bangkok,P03018425
225,0,9721812,en,336786550,"This attraction is a favorite stop for Thais Family with children. The temple was beautiful. A few statues of  Chinese God and Goddess standing in the pond. 

The pond full of huge fishes and turtles. We really enjoyed feeding them a pellets that provided by temple and brought some bread over to feed them as well.

Around the temple full of chicken,hen,bird,duck,goose and turkey couple. Lot's of trees too.

If you visiting Pattaya and on way back to bangkok,should stop by and take a look.",Beautiful Temple with small animal,Family,2016-01-31,5,Wat Nong Ri Rattanaram,Bangkok,P03018425
226,0,12641647,en,952511150,"Let’s start with the drawbacks of this place - since they try to be as welcoming and. hosting as possible, they accept everything, every time without the option to register in advance. I guess this is the way a monastery should be, but reality it makes a very crowded meditation center, with few private kutis, so a lot of people are squeezed in each communal kuti. Although the kutis are very convenient and each floor has its own 2 private bathroom and showers, and each one has ceiling fans, the more people squeezed in a kuti, the harder it gets to sleep and meditate. 

This place is very welcoming to foreigners and beginners, and so the atmosphere is not strict. They allow you to choose whether to keep silent or not and they allow using phones as long as it is both in silent areas. They are very soft in the discipline, which requires the meditators to be in self discipline. I would say, this works for locals, but less with foreigners who are not used to worshipping idols, minding the surrounding of the others etc. 

Foreigners have to understand that this is mainly a monastery of Thai culture, and so they require women to sit at the back in the meditation hall. This is the buddhist Thai culture, and foreigners must accept it, otherwise they will just feel frustration. 

To me it was the first meditation center experience, and it was good, however due to the overcrowding of the place, I couldn’t find enough peace of mind to meditate so I had to leave ealier than planned. It was also a good place for me to learn the local culture of the Thai people.",Good meditation teaching center but first and foremost this is a monastery,Solo travel,2024-05-31,4,Wat Pa Tam Wua,Bangkok,P03018425
227,4,12641647,en,871428974,"The strict subjugation of women here is depressing. Teaching another generation of young men that it’s okay for women to sit behind, walk behind and be offered less food than the men. There’s being respectful of the monks, and then there’s just blatant sexist control issues. 
  As a non- binary presenting person I was constantly being told I was in the wrong place.  
If you’re a cis gender man and want a pretty place to reinforce your privilege- this is the right place for you. Everyone else should keep looking.",Pass,Solo travel,2022-12-31,1,Wat Pa Tam Wua,Bangkok,P03018425
228,2,12641647,en,839716189,"This is one of the richest wat I have seen, they have over 40 living huts and a new dharma hall. However, I assume everything is built of off scamming money from foreigners.

I interacted with a man named Ajin/Phra Billy, who promised that I can come and stay and ordain as a monk. Only to learn from another monk that that it was completely not true and the ritual was for something else entirely. Initially he was cold and dismissive when I visited but as soon as I donated to the temple and him he became very warm...

When I found out I was basically scammed, I left immediately; The abbot there was irresponsible and didn't even meet me after I ask to meet with him to talk about the problem. He was quite friendly though when I initially donated 2000 bhat to the temple just to speak to him. I spent 7000 bhat in traveling cost, 9 hours of travel from Chiang Mai, and around 3 days memorizing Pali for a total experience of nothing except that I now know monks at this Wat are unscrupulous liars who only want your money.

Center is pretty badly run, the check in was run by a volunteer who didn't speak english. Monks who speak english are seem not interested in engaging in any work.",Basically a scam tourist trap for foreigners,NONE,2022-05-31,1,Wat Pa Tam Wua,Bangkok,P03018425
229,2,12641647,en,833107963,"Great place overall except the volunteer. The Russian volunteer there is quite bossy which could makes our meditation not so relaxing. However, I still would recommend this place for the beginners.",Recommended for the beginners,NONE,2022-01-31,5,Wat Pa Tam Wua,Bangkok,P03018425
230,1,12641647,en,822377990,"Spectacular place to spend a few days meditating in northern Thailand.

At the end of the road, deep in a quiet valley, surrounded by huge cliffs, mountains , waterfalls and caves.

One of the biggest caves in Thailand is only a a couple km away on the other side of the main road",Spectacular place to spend a few days meditating in northern Thailand,NONE,2021-01-31,5,Wat Pa Tam Wua,Bangkok,P03018425
231,0,10513263,en,622039075,"Nothing too much out of the ordinary here, but it is a fine temple in excellent condition and the interior is particularly striking. 

Easy parking within the temple grounds, which are quite large.

Within these grounds are gardens and a number of interesting tableaux. You may well bump into a monk who wishes to chat ............. in Thai.

Recommended, and easy to find with a map and car.",A beautiful temple on the outskirts of town (Khon Kaen),Friends getaway,2018-10-31,4,Sim Isan (Wat Pa Saeng Arun),Bangkok,P03025441
232,1,10513263,en,565394043,"The temple is the unique artitecture, especially in the door of temple. Walking around temple, the model of living of people in north east e.g. farmer , plantation.",1st time visit,NONE,2018-02-28,3,Sim Isan (Wat Pa Saeng Arun),Bangkok,P03025441
233,0,10513263,en,563089873,"This impressive temple just a little way out of  Khon Kaen, is well worth visiting, with spectacular all round views and Buddha statue.  Ample parking and good photo opportunities.  Be careful of opening hours to enter the actual temple itself.","Sim Isan Temple, Khon Kaen",Friends getaway,2018-02-28,4,Sim Isan (Wat Pa Saeng Arun),Bangkok,P03025441
234,0,10513263,en,536519224,"beuatiful visit and a must see when in khon kaen, large grounds, intricate designs and architecture, colorful, peaceful, authentic place to see whether it's your first or 100th temple",stunning and unique,Business,2017-10-31,4,Sim Isan (Wat Pa Saeng Arun),Bangkok,P03025441
235,0,10513263,en,503133712,"The large pagoda is very beautiful temple, and unique to the Northeast Thai culture. There are also life-size statues demonstration the history of Issan. Although this is a forest temple, the forested area is not very dense, and close to the main road. The temple is very quite, and not equip for foreigners. On Friday, there is an evening market outside of the temple. Most people I saw visiting the temple left shortly after they arrived, there is not much to do at the temple.",Pretty Architecture.,Friends getaway,2017-06-30,3,Sim Isan (Wat Pa Saeng Arun),Bangkok,P03025441
236,0,1803626,en,951995832,"I am extremely disappointed with the Museum. I had high expectations to learn about the history of Thailand but I left it without any useful or factual info.  I have just rushed through the ""exhibits"", none were of interest to me. The exhibition is on junior level, with low level of educational nature or maybe better to say with the purpose to entertain the visitor and not to educate. It is more for students maybe. The good news is that the entrance fee is very low.",Disappointment,Solo travel,2024-05-31,1,Museum of Siam,Bangkok,P03007639
237,0,1803626,en,948492822,"The Musem of Siam was very cool because we got to learn about historical Thai culture before some of the more modern traditions became integrated in society. We got to try on different types of clothes, sit in a replica classroom, play the games that were entertainment back then, and watch how different meals were created through a projector onto a table. It was very interactive as well, which made it more fun. There was a video in one room and a puzzle in the other. Overall, it was a very fun and engaging way to learn about Thai traditions and Thai culture.",Learned about Thai culture at the Museum of Siam,Couples,2024-02-29,5,Museum of Siam,Bangkok,P03007639
238,0,1803626,en,948197513,"A fun and interactive museum to answer the question of 'What is Thainess?' There are an array of rooms which touch on different topics and also look at how things have changed in Thailand over time. 
When we went there was a section on textile waste and how they were looking at minimising this through recycling projects.
The staff are friendly and helpful and a it was a great way to spend a few hours.",Fun museum suitable for all.,Family,2023-08-31,5,Museum of Siam,Bangkok,P03007639
239,0,1803626,en,945213775,"Museum Siam is a must-see when visiting Bangkok. It feels like you've been transported back in time as soon as you walk in. With incredible care, they have re-created all of these traditional Thai homes, marketplaces, and celebrations. You can almost smell the street food sizzling! The museum makes everything interactive and interesting

Museum Siam gives  such an authentic look at what Thailand is all about, past and present. Definitely put it on your bucket list!",A place where Thainess was brought to life!,Friends getaway,2023-09-30,4,Museum of Siam,Bangkok,P03007639
240,0,1803626,en,943242879,"A wonderful whimsical look at the answer to the question, what is Thainess?
Set in a gorgeous neo classical European styled building this simple journey through the various elements of what it is to be Thai is well worth the time. Being close to Wat Pho, home of the Temple of the Reclining Buddha, you can easily tack a visit to the museum on afterwards.  It's a nice peaceful wind down from the crowds at Wat Pho.
Audio guides in your language and lockers to store your things are both free. 
It's a very interactive display so good for the younger travellers.",For young and old.,Solo travel,2024-03-31,4,Museum of Siam,Bangkok,P03007639
241,0,24074729,en,964646840,"Such a fun place to shop , to have good Thai street food and buy thrift . 
There is small organic market near by , don’t miss it.",It’s fun !!!,Family,2023-12-31,5,Jodd Fairs,Bangkok,P03022261
242,0,24074729,en,962386067,"Over rated! We went there after a social media hype review and found it awful. Narrow alleys crowds of tourists, a lot of seafood,similar to other places ,",Jodds Fairs - won’t go again,Family,2024-07-31,3,Jodd Fairs,Bangkok,P03022261
243,1,24074729,en,960945253,"Tourist trap. Terrible and overpriced meal options, message is much more expensive than elsewhere, crowded and not authentic. Never again......",Tourist Trap,Friends getaway,2024-07-31,1,Jodd Fairs,Bangkok,P03022261
244,0,24074729,en,955501621,"Bangkok is famous for its night markets and this one is pretty accessible. It's just behind a mall (Central at Rama IX, if I'm not mistaken) and is accessible via the subway (It's more accessible than Google Maps suggests). You can go around the entire place in less than an hour if you don't stop for anything. 

The stalls are mostly food stalls and they have the usual Thai dishes but some stalls have more exotic options (octopus, worms, scorpions, etc). I liked the mango sticky rice and the various coconut products. There are some stalls that sells merchandise. 

Someone was complaining in a review about Chinese tourists and while there were some when we went there, it wasn't all that bad. 

The place is clean. The toilets looked like portalets but there's a mall nearby so you can got there for cleaner bathrooms. 

This is the perfect place to go to if you're in Thailand for a conference and only have night time to explore.","Nice, small night market",Friends getaway,2024-06-30,4,Jodd Fairs,Bangkok,P03022261
